Entrez ID	Symbol	Name	Gene Family	Type	RNA-Seq Correlation	RNA-Seq Correlation Self-Rank
441549	CDNF	cerebral dopamine neurotrophic factor		not inferred		
126133	ALDH16A1	aldehyde dehydrogenase 16 family member A1	Aldehyde dehydrogenases	not inferred		
126129	CPT1C	carnitine palmitoyltransferase 1C		not inferred		
84085	FBXO30	F-box protein 30	F-boxes other	not inferred		
84084	RAB6C	RAB6C, member RAS oncogene family	RAB, member RAS oncogene GTPases	not inferred		
84070	FAM186B	family with sequence similarity 186 member B		not inferred		
84072	HORMAD1	HORMA domain containing 1		not inferred		
84071	ARMC2	armadillo repeat containing 2	Armadillo repeat containing	not inferred		
126123	IZUMO2	IZUMO family member 2	IZUMO family	not inferred		
441531	PGAM4	phosphoglycerate mutase family member 4	Bisphosphoglycerate phosphatases	not inferred		
442862	PRY2	PTPN13-like, Y-linked 2		not inferred		
126119	JOSD2	Josephin domain containing 2	MJD deubiquinating enzymes	not inferred		
442867	BPY2B	basic charge, Y-linked, 2B		not inferred		
84078	KBTBD7	kelch repeat and BTB domain containing 7	BTB domain containing	not inferred		
442868	BPY2C	basic charge, Y-linked, 2C		not inferred		
84077	C3orf20	chromosome 3 open reading frame 20		not inferred		
84079	ANKRD27	ankyrin repeat domain 27	Ankyrin repeat domain containing, VPS9 domain containing	best inferred	0.38	0.03
84074	QRICH2	glutamine rich 2		not inferred		
84073	MYCBPAP	MYCBP associated protein		not inferred		
84076	TKTL2	transketolase like 2		not inferred		
84075	FSCB	fibrous sheath CABYR binding protein		not inferred		
200609	LOC200609	uncharacterized LOC200609		not inferred		
201931	TMEM192	transmembrane protein 192		not inferred		
107986533	LOC107986533	uncharacterized LOC107986533		not inferred		
107986532	LOC107986532	FAM10 family protein At4g22670-like		not inferred		
107986531	LOC107986531	oleosin-B6-like		not inferred		
114131	UCN3	urocortin 3	Endogenous ligands	not inferred		
114132	SIGLEC11	sialic acid binding Ig like lectin 11	V-set domain containing, C2-set domain containing, I-set domain containing, Sialic acid binding Ig like lectins	not inferred		
114134	SLC2A13	solute carrier family 2 member 13	Solute carriers	not inferred		
127435	PODN	podocan	Small leucine rich repeat proteoglycans	not inferred		
343099	CCDC18	coiled-coil domain containing 18		not inferred		
127428	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2		not inferred		
11061	CNMD	chondromodulin	BRICHOS domain containing	inferred	0.13	0.24
441509	GLRA4	glycine receptor alpha 4	Glycine receptors	not inferred		
646892	SH2D7	SH2 domain containing 7	SH2 domain containing	not inferred		
11060	WWP2	WW domain containing E3 ubiquitin protein ligase 2	C2 and WW domain containing	best inferred	0.73	0.00
11063	SOX30	SRY-box 30	SRY-boxes	inferred	0.10	0.33
619279	ZNF704	zinc finger protein 704		not inferred		
11062	DUS4L	dihydrouridine synthase 4 like		best inferred	0.64	0.00
11065	UBE2C	ubiquitin conjugating enzyme E2 C	Ubiquitin conjugating enzymes E2	landmark		
11064	CNTRL	centriolin		best inferred	0.75	0.00
63982	ANO3	anoctamin 3	Anoctamins	best inferred	0.48	0.00
23046	KIF21B	kinesin family member 21B	WD repeat domain containing, Kinesins	best inferred	0.78	0.00
23047	PDS5B	PDS5 cohesin associated factor B		best inferred	0.66	0.00
23048	FNBP1	formin binding protein 1	F-BAR domain containing	best inferred	0.82	0.00
23049	SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase		best inferred	0.58	0.00
127385	OR10J5	olfactory receptor family 10 subfamily J member 5	Olfactory receptors, family 10	not inferred		
729800	LOC729800	deleted in malignant brain tumors 1 protein		not inferred		
23040	MYT1L	myelin transcription factor 1 like	Zinc fingers C2H2C-type	best inferred	0.42	0.06
23041	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking		best inferred	0.73	0.00
23042	PDXDC1	pyridoxal dependent decarboxylase domain containing 1		best inferred	0.82	0.00
23043	TNIK	TRAF2 and NCK interacting kinase		best inferred	0.78	0.00
11067	C10orf10	chromosome 10 open reading frame 10		best inferred	0.86	0.00
11066	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35	RNA binding motif containing	best inferred	0.57	0.00
50674	NEUROG3	neurogenin 3	Basic helix-loop-helix proteins	inferred	0.23	0.07
11069	RAPGEF4	Rap guanine nucleotide exchange factor 4		best inferred	0.75	0.00
138046	RALYL	RALY RNA binding protein-like	RNA binding motif containing	best inferred	0.56	0.01
11068	CYB561D2	cytochrome b561 family member D2	Cytochrome b561	best inferred	0.82	0.00
139378	ADGRG4	adhesion G protein-coupled receptor G4	Adhesion G protein-coupled receptors, subfamily G	not inferred		
152330	CNTN4	contactin 4	Fibronectin type III domain containing, I-set domain containing, Immunoglobulin like domain containing	not inferred		
11070	TMEM115	transmembrane protein 115	Rhomboid family	best inferred	0.69	0.00
404550	C16orf74	chromosome 16 open reading frame 74		not inferred		
11072	DUSP14	dual specificity phosphatase 14	Atypical dual specificity phosphatases	landmark		
404552	SCGB1D4	secretoglobin family 1D member 4	Secretoglobins	not inferred		
11074	TRIM31	tripartite motif containing 31	Ring finger proteins, Tripartite motif containing	best inferred	0.43	0.03
11073	TOPBP1	topoisomerase (DNA) II binding protein 1	BRCA1 B complex	landmark		
166979	CDC20B	cell division cycle 20B	WD repeat domain containing	not inferred		
11076	TPPP	tubulin polymerization promoting protein	Tubulin polymerization promoting proteins	best inferred	0.66	0.00
11075	STMN2	stathmin 2	Stathmins	best inferred	0.68	0.00
200634	KRTCAP3	keratinocyte associated protein 3		not inferred		
201965	RWDD4	RWD domain containing 4		not inferred		
23057	NMNAT2	nicotinamide nucleotide adenylyltransferase 2		best inferred	0.73	0.00
23059	CLUAP1	clusterin associated protein 1	Intraflagellar transport proteins	best inferred	0.80	0.00
164312	LRRN4	leucine rich repeat neuronal 4	Fibronectin type III domain containing	not inferred		
23051	ZHX3	zinc fingers and homeoboxes 3	Zinc fingers C2H2-type, ZF class homeoboxes and pseudogenes	best inferred	0.72	0.00
138050	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase		best inferred	0.69	0.00
23052	ENDOD1	endonuclease domain containing 1		best inferred	0.70	0.00
23053	ZSWIM8	zinc finger SWIM-type containing 8	Zinc fingers SWIM-type	best inferred	0.71	0.00
86614	HSFY1	heat shock transcription factor, Y-linked 1		not inferred		
23054	NCOA6	nuclear receptor coactivator 6		best inferred	0.56	0.00
115399	LRRC56	leucine rich repeat containing 56		not inferred		
11078	TRIOBP	TRIO and F-actin binding protein	Pleckstrin homology domain containing, Deafness associated genes	inferred	0.35	0.12
11077	HSF2BP	heat shock transcription factor 2 binding protein		inferred	0.16	0.19
11079	RER1	retention in endoplasmic reticulum sorting receptor 1		best inferred	0.79	0.00
151011	SEPT10	septin 10	Septins	best inferred	0.89	0.00
11041	B4GAT1	beta-1,4-glucuronyltransferase 1		landmark		
644257	LOC644257	uncharacterized LOC644257		not inferred		
11040	PIM2	Pim-2 proto-oncogene, serine/threonine kinase		best inferred	0.41	0.03
11043	MID2	midline 2	Ring finger proteins, Tripartite motif containing, X-linked mental retardation, Fibronectin type III domain containing	best inferred	0.75	0.00
165679	SPTSSB	serine palmitoyltransferase small subunit B		not inferred		
23023	TMCC1	transmembrane and coiled-coil domain family 1	Transmembrane and coiled-coil domain containing	best inferred	0.60	0.00
441525	SPANXN4	SPANX family member N4		not inferred		
23024	PDZRN3	PDZ domain containing ring finger 3	Ring finger proteins, PDZ domain containing	best inferred	0.85	0.00
114049	WBSCR22	Williams-Beuren syndrome chromosome region 22	Seven-beta-strand methyltransferase motif containing	best inferred	0.70	0.00
23025	UNC13A	unc-13 homolog A	UNC13 homologs	best inferred	0.60	0.00
23026	MYO16	myosin XVI	Ankyrin repeat domain containing, Protein phosphatase 1 regulatory subunits, Myosins, class XVI	best inferred	0.40	0.05
441521	CT45A5	cancer/testis antigen family 45 member A5		not inferred		
23028	KDM1A	lysine demethylase 1A	Lysine demethylases	best inferred	0.67	0.00
23029	RBM34	RNA binding motif protein 34	RNA binding motif containing	landmark		
201973	PRIMPOL	primase and DNA directed polymerase		not inferred		
85319	BAGE2	B melanoma antigen family member 2		not inferred		
85317	BAGE4	B melanoma antigen family member 4		not inferred		
85318	BAGE3	B melanoma antigen family member 3		not inferred		
85315	PAQR8	progestin and adipoQ receptor family member 8	Progestin and adipoQ receptor family	not inferred		
23020	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	RNA helicases	best inferred	0.76	0.00
85316	BAGE5	B melanoma antigen family member 5		not inferred		
85313	PPIL4	peptidylprolyl isomerase like 4	RNA binding motif containing, Cyclophilin peptidylprolyl isomerases	not inferred		
23022	PALLD	palladin, cytoskeletal associated protein	I-set domain containing	best inferred	0.91	0.00
11045	UPK1A	uroplakin 1A	Tetraspanins	best inferred	0.46	0.00
11044	PAPD7	poly(A) RNA polymerase D7, non-canonical	Non-canonical poly(A) polymerases	landmark		
11047	ADRM1	adhesion regulating molecule 1		best inferred	0.72	0.00
11046	SLC35D2	solute carrier family 35 member D2	Solute carriers	best inferred	0.82	0.00
644249	LOC644249	ankyrin repeat domain-containing protein 18B-like		not inferred		
138065	RNF183	ring finger protein 183	Ring finger proteins	not inferred		
343173	OR2T3	olfactory receptor family 2 subfamily T member 3	Olfactory receptors, family 2	not inferred		
153682	LOC153682	uncharacterized LOC153682		not inferred		
343172	OR2T8	olfactory receptor family 2 subfamily T member 8	Olfactory receptors, family 2	not inferred		
343171	OR2W3	olfactory receptor family 2 subfamily W member 3	Olfactory receptors, family 2	not inferred		
441519	CT45A3	cancer/testis antigen family 45 member A3		not inferred		
11052	CPSF6	cleavage and polyadenylation specific factor 6	RNA binding motif containing	best inferred	0.45	0.02
441518	FAM127C	family with sequence similarity 127 member C	Retrotransposon Gag like	not inferred		
11051	NUDT21	nudix hydrolase 21	Nudix hydrolase family	inferred	0.33	0.07
11054	OGFR	opioid growth factor receptor		best inferred	0.63	0.00
23034	SAMD4A	sterile alpha motif domain containing 4A	Sterile alpha motif domain containing	best inferred	0.77	0.00
23035	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	Pleckstrin homology domain containing, Protein phosphatases, Mg2+/Mn2+ dependent	best inferred	0.77	0.00
23036	ZNF292	zinc finger protein 292	Zinc fingers C2H2-type	best inferred	0.59	0.00
23037	PDZD2	PDZ domain containing 2	PDZ domain containing	best inferred	0.85	0.00
23038	WDTC1	WD and tetratricopeptide repeats 1	WD repeat domain containing, DDB1 and CUL4 associated factors, Tetratricopeptide repeat domain containing	landmark		
23039	XPO7	exportin 7	Exportins	landmark		
23030	KDM4B	lysine demethylase 4B	Lysine demethylases, Tudor domain containing	best inferred	0.70	0.00
114044	MCM3AP-AS1	MCM3AP antisense RNA 1		inferred	-0.01	0.60
23031	MAST3	microtubule associated serine/threonine kinase 3	PDZ domain containing	best inferred	0.63	0.00
23032	USP33	ubiquitin specific peptidase 33	Ubiquitin specific peptidases	best inferred	0.76	0.00
85302	FBF1	Fas binding factor 1		not inferred		
126017	ZNF813	zinc finger protein 813	Zinc fingers C2H2-type	best inferred	0.41	0.04
23033	DOPEY1	dopey family member 1		best inferred	0.61	0.00
11056	DDX52	DExD-box helicase 52	DEAD-box helicases	best inferred	0.78	0.00
85300	ATCAY	ATCAY, caytaxin	BCH domain containing	not inferred		
11055	ZPBP	zona pellucida binding protein	Immunoglobulin like domain containing	inferred	0.20	0.10
85301	COL27A1	collagen type XXVII alpha 1 chain	Collagens	not inferred		
343169	OR6F1	olfactory receptor family 6 subfamily F member 1	Olfactory receptors, family 6	not inferred		
11057	ABHD2	abhydrolase domain containing 2	Abhydrolase domain containing	best inferred	0.59	0.00
11059	WWP1	WW domain containing E3 ubiquitin protein ligase 1	C2 and WW domain containing	best inferred	0.73	0.00
403274	OR5H15	olfactory receptor family 5 subfamily H member 15	Olfactory receptors, family 5	not inferred		
403277	OR5K3	olfactory receptor family 5 subfamily K member 3	Olfactory receptors, family 5	not inferred		
403278	OR5K4	olfactory receptor family 5 subfamily K member 4	Olfactory receptors, family 5	not inferred		
11021	RAB35	RAB35, member RAS oncogene family	RAB, member RAS oncogene GTPases	best inferred	0.72	0.00
11020	IFT27	intraflagellar transport 27	RAB, member RAS oncogene GTPases, Intraflagellar transport proteins, Bardet-Biedl syndrome associated	best inferred	0.79	0.00
23001	WDFY3	WD repeat and FYVE domain containing 3	Zinc fingers FYVE-type, WD repeat domain containing, BEACH domain containing 	best inferred	0.76	0.00
26996	GPR160	G protein-coupled receptor 160	G protein-coupled receptors, Class A orphans	not inferred		
23002	DAAM1	dishevelled associated activator of morphogenesis 1		best inferred	0.80	0.00
26994	RNF11	ring finger protein 11	Ring finger proteins	best inferred	0.82	0.00
26995	TRUB2	TruB pseudouridine synthase family member 2		not inferred		
23005	MAPKBP1	mitogen-activated protein kinase binding protein 1	WD repeat domain containing	best inferred	0.73	0.00
23007	PLCH1	phospholipase C eta 1	Phospholipases, C2 domain containing phospholipases, EF-hand domain containing	best inferred	0.62	0.00
26998	FETUB	fetuin B	Cystatins, type 4	inferred	0.33	0.04
23008	KLHDC10	kelch domain containing 10		best inferred	0.68	0.00
26999	CYFIP2	cytoplasmic FMR1 interacting protein 2		best inferred	0.87	0.00
403273	OR5H14	olfactory receptor family 5 subfamily H member 14	Olfactory receptors, family 5	not inferred		
26993	AKAP8L	A-kinase anchoring protein 8 like		landmark		
11023	VAX1	ventral anterior homeobox 1	NKL subclass homeoboxes and pseudogenes	not inferred		
11022	TDRKH	tudor and KH domain containing	Tudor domain containing	best inferred	0.40	0.05
84000	TMPRSS13	transmembrane protease, serine 13	Proteases, serine, Scavenger receptor cysteine rich domain containing	not inferred		
11025	LILRB3	leukocyte immunoglobulin like receptor B3	CD molecules, Inhibitory leukocyte immunoglobulin like receptors	best inferred	0.50	0.02
11024	LILRA1	leukocyte immunoglobulin like receptor A1	CD molecules, Activating leukocyte immunoglobulin like receptors	inferred	0.33	0.03
84002	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	Beta 3-glycosyltransferases	not inferred		
11027	LILRA2	leukocyte immunoglobulin like receptor A2	CD molecules, Activating leukocyte immunoglobulin like receptors	best inferred	0.61	0.00
11026	LILRA3	leukocyte immunoglobulin like receptor A3		best inferred	0.44	0.02
11030	RBPMS	RNA binding protein with multiple splicing	RNA binding motif containing	best inferred	0.95	0.00
138009	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2	WD repeat domain containing	not inferred		
11031	RAB31	RAB31, member RAS oncogene family	RAB, member RAS oncogene GTPases	landmark		
23012	STK38L	serine/threonine kinase 38 like		best inferred	0.74	0.00
23013	SPEN	spen family transcriptional repressor	RNA binding motif containing	landmark		
23014	FBXO21	F-box protein 21	F-boxes other	landmark		
23015	GOLGA8A	golgin A8 family member A		best inferred	0.76	0.00
23016	EXOSC7	exosome component 7	Exosome complex	best inferred	0.80	0.00
23017	FAIM2	Fas apoptotic inhibitory molecule 2	Transmembrane BAX inhibitor motif containing	best inferred	0.77	0.00
23019	CNOT1	CCR4-NOT transcription complex subunit 1	CCR4-NOT transcription complex	best inferred	0.85	0.00
85329	LGALS12	galectin 12	Galectins	not inferred		
23011	RAB21	RAB21, member RAS oncogene family	RAB, member RAS oncogene GTPases	landmark		
11034	DSTN	destrin, actin depolymerizing factor		best inferred	0.88	0.00
11033	ADAP1	ArfGAP with dual PH domains 1	ArfGAPs, Pleckstrin homology domain containing	best inferred	0.72	0.00
11036	GTF2A1L	general transcription factor IIA subunit 1 like		not inferred		
85320	ABCC11	ATP binding cassette subfamily C member 11	ATP binding cassette subfamily C	not inferred		
11035	RIPK3	receptor interacting serine/threonine kinase 3		not inferred		
11037	STON1	stonin 1		best inferred	0.87	0.00
139341	FUNDC1	FUN14 domain containing 1		not inferred		
403253	OR4A47	olfactory receptor family 4 subfamily A member 47	Olfactory receptors, family 4	not inferred		
126070	ZNF440	zinc finger protein 440	Zinc fingers C2H2-type	best inferred	0.48	0.02
166968	MIER3	MIER family member 3	Myb/SANT domain containing	not inferred		
403257	OR4C45	olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)	Olfactory receptors, family 4	not inferred		
26974	ZNF285	zinc finger protein 285	Zinc fingers C2H2-type	not inferred		
59067	IL21	interleukin 21	Interleukins	inferred	0.09	0.38
153657	TTC23L	tetratricopeptide repeat domain 23 like		not inferred		
